Order_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Country,Region,Order_Date,Ship_Date,Product_Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Profit,Shipping_Cost,Sales,Payment_Method,Customer_Segment,Delivery_Status,Rating,Month,Quarter,Year
ORD572118,CUST8777,Customer_CUST8777,Female,39,Indore,Madhya Pradesh,India,Central,2024-11-11,2024-11-13,Clothing,Women's Wear,Polo Shirt,3,6000,0.15,1490.55,1156.81,15259.27,Cash on Delivery,Regular,Pending,4.0,11,4,2024
ORD541309,CUST3215,Customer_CUST3215,Male,35,Kolkata,West Bengal,India,East,2024-06-09,2024-06-17,Sports & Outdoors,Cycling,Tent,5,500,0.28,393.34,1274.92,1808.21,Debit Card,Silver,Returned,2.0,6,2,2024
ORD994337,CUST6363,Customer_CUST6363,Male,18,Lucknow,Uttar Pradesh,India,North,2024-12-17,2024-12-21,Sports & Outdoors,Fitness,Tent,2,15000,0.27,5389.6,144.7,21928.76,Net Banking,Gold,Delivered,3.0,12,4,2024
ORD843438,CUST5380,Customer_CUST5380,Male,38,Hyderabad,Telangana,India,South,2024-02-22,2024-03-01,Clothing,Footwear,Winter Jacket,3,1000,0.03,561.16,855.17,2908.34,Net Banking,Gold,Cancelled,5.0,2,1,2024
ORD355986,CUST8783,Customer_CUST8783,Female,39,Delhi,Delhi,India,North,2024-08-30,2024-09-01,Clothing,Women's Wear,Formal Suit,2,500,0.17,169.14,664.81,827.88,Debit Card,Premium,Pending,,8,3,2024
ORD339203,CUST7497,Customer_CUST7497,Male,40,Hyderabad,Telangana,India,South,2024-02-25,2024-03-01,Clothing,Women's Wear,Nike T-Shirt,1,1000,0.12,75.92,476.63,877.32,Credit Card,Silver,Cancelled,4.0,2,1,2024
ORD427503,CUST3982,Customer_CUST3982,Male,21,Jaipur,Rajasthan,India,North,2023-08-21,2023-08-31,Books,Non-Fiction,Sapiens,5,150,0.23,74.61,834.85,575.02,Credit Card,Silver,Cancelled,5.0,8,3,2023
ORD836921,CUST8716,Customer_CUST8716,Male,29,Delhi,Delhi,India,North,2022-03-05,2022-03-06,Home & Kitchen,Furniture,Sofa Set,3,5000,0.21,2875.84,592.77,11815.21,Net Banking,Premium,Pending,5.0,3,1,2022
ORD199595,CUST1408,Customer_CUST1408,Male,36,Mumbai,Maharashtra,India,West,2024-11-16,2024-11-23,Electronics,Accessories,Samsung Galaxy,2,50000,0.17,20526.97,720.16,83494.27,Debit Card,Gold,Cancelled,1.0,11,4,2024
ORD647823,CUST6442,Customer_CUST6442,Male,46,Bangalore,Karnataka,India,South,2022-03-08,2022-03-13,Electronics,Laptops,Canon Camera,4,10000,0.19,5824.77,869.85,32522.44,Net Banking,Regular,Returned,3.0,3,1,2022
ORD421724,CUST2990,Customer_CUST2990,Male,28,Chennai,Tamil Nadu,India,South,2023-11-15,2023-11-10,Clothing,Accessories,Formal Suit,4,500,0.22,166.45,449.57,1565.17,UPI,Regular,Delivered,3.0,11,4,2023
ORD205023,CUST7385,Customer_CUST7385,Female,41,Indore,Madhya Pradesh,India,Central,2022-01-12,2022-01-21,Books,Fiction,1984,5,1000,0.08,492.7,757.75,4599.39,Cash on Delivery,Silver,Cancelled,1.0,1,1,2022
ORD158870,CUST3074,Customer_CUST3074,Male,36,Chennai,Tamil Nadu,India,South,2022-08-04,2022-08-12,Electronics,Cameras,Dell XPS,3,50000,0.04,28330.99,1331.41,143259.72,UPI,Silver,Cancelled,2.0,8,3,2022
ORD891937,CUST1915,Customer_CUST1915,Male,35,Lucknow,Uttar Pradesh,India,North,2022-06-15,2022-06-21,Home & Kitchen,Bedding,Sofa Set,4,2000,0.14,1458.08,836.59,6886.92,UPI,Silver,Returned,5.0,6,2,2022
ORD199807,CUST8529,Customer_CUST8529,Male,65,Delhi,Delhi,India,North,2022-11-20,2022-11-28,Books,Non-Fiction,1984,2,1000,0.28,144.15,689.13,1440.36,Debit Card,Premium,Returned,2.0,11,4,2022
ORD468153,CUST4079,Customer_CUST4079,Male,39,Hyderabad,Telangana,India,South,2024-02-09,2024-02-12,Books,Academic,Atomic Habits,3,200,0.07,67.59,1344.42,558.83,Net Banking,Regular,Delivered,1.0,2,1,2024
ORD145798,CUST2267,Customer_CUST2267,Male,26,Ahmedabad,Gujarat,India,West,2022-09-22,2022-09-27,Electronics,Tablets,Canon Camera,3,50000,0.09,8474.98,814.88,135911.78,Net Banking,Gold,Returned,4.0,9,3,2022
ORD172165,CUST8210,Customer_CUST8210,Female,28,Hyderabad,Telangana,India,South,2022-04-04,2022-04-08,Home & Kitchen,Cookware,Wall Art,2,3000,0.14,1231.82,367.53,5146.12,Debit Card,Premium,Delivered,4.0,4,2,2022
ORD785420,CUST5679,Customer_CUST5679,Female,30,Hyderabad,Telangana,India,South,2024-07-04,2024-07-05,Clothing,Men's Wear,Levi's Jeans,5,1500,0.27,912.3,1164.64,5472.06,Cash on Delivery,Silver,Pending,3.0,7,3,2024
ORD942159,CUST5310,Customer_CUST5310,Female,30,Pune,Maharashtra,India,West,2023-11-23,2023-11-24,Books,Fiction,Harry Potter,5,200,0.29,38.04,1902.94,706.53,Net Banking,Regular,Returned,3.0,11,4,2023
ORD604761,CUST7690,Customer_CUST7690,Female,49,Bangalore,Karnataka,India,South,2023-07-13,2023-07-17,Home & Kitchen,Appliances,Mixer Grinder,5,5000,0.1,3884.56,511.29,22545.66,Cash on Delivery,Regular,Returned,4.0,7,3,2023
ORD153752,CUST6199,Customer_CUST6199,Male,24,Nagpur,Maharashtra,India,West,2022-04-26,2022-05-03,Clothing,Kids' Wear,Formal Suit,3,2000,0.13,749.16,501.09,5214.86,Net Banking,Gold,Pending,3.0,4,2,2022
ORD952671,CUST9362,Customer_CUST9362,Female,30,Mumbai,Maharashtra,India,West,2022-11-15,2022-11-19,Home & Kitchen,Bedding,Bed Sheets,2,3000,0.23,293.94,938.1,4634.31,UPI,Silver,Cancelled,1.0,11,4,2022
ORD288984,CUST3502,Customer_CUST3502,Female,47,Mumbai,Maharashtra,India,West,2024-05-21,2024-05-26,Clothing,Accessories,Adidas Shoes,3,1000,0.13,605.14,1177.85,2595.67,Credit Card,Regular,Pending,4.0,5,2,2024
ORD369232,CUST7482,Customer_CUST7482,Male,30,Bangalore,Karnataka,India,South,2022-10-15,2022-10-24,Books,Non-Fiction,Deep Work,4,1000,0.08,797.09,252.25,3692.78,Cash on Delivery,Silver,Returned,3.0,10,4,2022
ORD164349,CUST1543,Customer_CUST1543,Female,50,Lucknow,Uttar Pradesh,India,North,2024-10-15,2024-10-25,Electronics,Tablets,MacBook Pro,1,30000,0.18,2992.78,94.83,24706.75,Credit Card,Silver,Cancelled,1.0,10,4,2024
ORD486513,CUST6948,Customer_CUST6948,Male,22,Pune,Maharashtra,India,West,2023-01-23,2023-01-27,Electronics,Accessories,Samsung Galaxy,4,70000,0.01,54013.83,1669.92,277653.89,UPI,Silver,Cancelled,3.0,1,1,2023
ORD979673,CUST3851,Customer_CUST3851,Female,55,Delhi,Delhi,India,North,2023-12-06,2023-12-14,Books,Fiction,Atomic Habits,3,1000,0.05,647.72,1177.32,2863.74,Credit Card,Silver,Delivered,1.0,12,4,2023
ORD803356,CUST4161,Customer_CUST4161,Female,50,Nagpur,Maharashtra,India,West,2022-10-21,2022-10-23,Sports & Outdoors,Outdoor Gear,Yoga Mat,3,800,0.28,265.64,721.52,1717.56,Credit Card,Silver,Cancelled,1.0,10,4,2022
ORD643112,CUST2740,Customer_CUST2740,Female,50,Bangalore,Karnataka,India,South,2024-05-11,2024-05-16,Books,Children,Sapiens,2,150,0.02,56.87,911.48,294.91,Cash on Delivery,Gold,Cancelled,1.0,5,2,2024
ORD287147,CUST7604,Customer_CUST7604,Male,20,Bangalore,Karnataka,India,South,2024-07-09,2024-07-17,Home & Kitchen,Cookware,Wall Art,2,5000,0.04,2279.3,739.06,9586.07,Credit Card,Gold,Delivered,5.0,7,3,2024
ORD824493,CUST8272,Customer_CUST8272,Female,31,Jaipur,Rajasthan,India,North,2022-10-08,2022-10-09,Home & Kitchen,Decor,Microwave Oven,1,5000,0.08,887.73,91.9,4586.6,Cash on Delivery,Silver,Returned,4.0,10,4,2022
ORD926384,CUST5190,Customer_CUST5190,Male,23,Chennai,Tamil Nadu,India,South,2024-02-25,2024-02-29,Electronics,Smartphones,Samsung Galaxy,3,30000,0.1,8027.64,290.3,80771.49,Debit Card,Silver,Delivered,3.0,2,1,2024
ORD156380,CUST1601,Customer_CUST1601,Female,37,Mumbai,Maharashtra,India,West,2024-01-11,2024-01-17,Sports & Outdoors,Cycling,Tent,3,1000,0.13,306.19,815.05,2611.28,Cash on Delivery,Gold,Pending,5.0,1,1,2024
ORD657921,CUST6314,Customer_CUST6314,Female,40,Kolkata,West Bengal,India,East,2022-01-02,2022-01-05,Sports & Outdoors,Cycling,Mountain Bike,1,2500,0.24,154.41,74.2,1887.7,Cash on Delivery,Silver,Pending,5.0,1,1,2022
ORD922279,CUST8240,Customer_CUST8240,Female,66,Nagpur,Maharashtra,India,West,2022-09-25,2022-10-01,Home & Kitchen,Furniture,Dining Table,3,1500,0.22,554.12,184.82,3504.53,UPI,Regular,Pending,4.0,9,3,2022
ORD654758,CUST7720,Customer_CUST7720,Male,36,Indore,Madhya Pradesh,India,Central,2022-02-11,2022-02-15,Books,Children,Sapiens,4,200,0.17,153.46,1350.39,665.16,Cash on Delivery,Silver,Cancelled,2.0,2,1,2022
ORD683886,CUST6377,Customer_CUST6377,Male,41,Delhi,Delhi,India,North,2023-01-07,2023-01-17,Electronics,Cameras,Dell XPS,1,30000,0.11,1539.71,312.25,26593.88,Credit Card,Premium,Returned,5.0,1,1,2023
ORD706643DUP,CUST2174,Customer_CUST2174,Female,47,Indore,Madhya Pradesh,India,Central,2024-09-17,2024-09-18,Electronics,Tablets,Samsung Galaxy,1,50000,0.08,6860.4,91.4,45986.34,Net Banking,Regular,Delivered,2.0,9,3,2024
ORD406980,CUST7403,Customer_CUST7403,Male,37,Bangalore,Karnataka,India,South,2023-07-02,2023-07-12,Books,Academic,1984,3,200,0.07,34.89,1019.45,555.04,Debit Card,Gold,Returned,1.0,7,3,2023
ORD522168,CUST7340,Customer_CUST7340,Female,41,Jaipur,Rajasthan,India,North,2022-06-16,2022-06-23,Electronics,Tablets,iPad Air,4,50000,0.01,47299.13,699.86,197622.14,Credit Card,Silver,Returned,3.0,6,2,2022
ORD613569,CUST8793,Customer_CUST8793,Male,32,Ahmedabad,Gujarat,India,West,2022-12-14,2022-12-18,Sports & Outdoors,Team Sports,Yoga Mat,3,800,0.16,344.08,584.78,2026.45,UPI,Regular,Cancelled,4.0,12,4,2022
ORD542830,CUST1065,Customer_CUST1065,Female,28,Nagpur,Maharashtra,India,West,2023-10-30,2023-11-01,Electronics,Laptops,Samsung Galaxy,4,50000,0.05,43181.0,1762.18,190463.32,Debit Card,Gold,Returned,4.0,10,4,2023
ORD472782,CUST1281,Customer_CUST1281,Male,44,Nagpur,Maharashtra,India,West,2023-02-06,2023-02-07,Electronics,Smartphones,iPhone 14,4,50000,0.16,22068.35,737.33,167695.24,Net Banking,Regular,Pending,3.0,2,1,2023
ORD342818,CUST2459,Customer_CUST2459,Female,27,Nagpur,Maharashtra,India,West,2023-11-14,2023-11-23,Sports & Outdoors,Outdoor Gear,Football,4,500,0.28,341.13,833.17,1442.84,UPI,Silver,Returned,4.0,11,4,2023
ORD635030,CUST4217,Customer_CUST4217,Female,18,Bangalore,Karnataka,India,South,2023-04-08,2023-04-12,Electronics,Cameras,Fitbit Watch,4,2000,0.27,344.14,1442.97,5861.32,Cash on Delivery,Premium,Cancelled,3.0,4,2,2023
ORD781574,CUST1069,Customer_CUST1069,Male,47,Kolkata,West Bengal,India,East,2022-08-27,2022-08-30,Books,Non-Fiction,1984,1,150,0.28,7.54,441.93,108.47,Credit Card,Gold,Returned,1.0,8,3,2022
ORD780707,CUST9354,Customer_CUST9354,Female,51,Jaipur,Rajasthan,India,North,2022-04-07,2022-04-12,Books,Academic,The Alchemist,3,1000,0.15,626.36,1369.69,2562.74,Debit Card,Silver,Returned,1.0,4,2,2022
ORD212048,CUST3322,Customer_CUST3322,Male,91,Indore,Madhya Pradesh,India,Central,2023-03-19,2023-03-26,Electronics,Accessories,MacBook Pro,1,70000,0.29,7275.68,110.56,49465.71,Cash on Delivery,Silver,Delivered,4.0,3,1,2023
ORD982970,CUST8295,Customer_CUST8295,Female,54,Hyderabad,Telangana,India,South,2023-07-02,2023-07-04,Clothing,Women's Wear,Adidas Shoes,3,300,0.24,69.26,674.77,685.04,Credit Card,Gold,Cancelled,5.0,7,3,2023
ORD136781DUP,CUST8629,Customer_CUST8629,Female,51,Nagpur,Maharashtra,India,West,2024-12-28,2025-01-06,Books,Comics,Deep Work,1,200,0.15,16.21,62.8,169.94,Debit Card,Gold,Cancelled,1.0,12,4,2024
ORD909924,CUST5261,Customer_CUST5261,Male,43,Bangalore,Karnataka,India,South,2023-12-18,2023-12-28,Sports & Outdoors,Cycling,Yoga Mat,5,1000,0.07,940.1,605.51,4662.7,Credit Card,Gold,Delivered,2.0,12,4,2023
ORD288060,CUST1265,Customer_CUST1265,Female,42,Delhi,Delhi,India,North,2023-02-23,2023-02-25,Clothing,Accessories,Winter Jacket,3,1000,0.12,530.88,1018.14,2648.56,Credit Card,Premium,Delivered,5.0,2,1,2023
ORD756764,CUST4085,Customer_CUST4085,Female,39,Mumbai,Maharashtra,India,West,2024-01-04,2024-01-05,Books,Comics,The Alchemist,5,200,0.1,141.35,1543.95,903.83,Cash on Delivery,Gold,Cancelled,4.0,1,1,2024
ORD963318,CUST6091,Customer_CUST6091,Female,31,Nagpur,Maharashtra,India,West,2022-03-25,2022-03-26,Clothing,Footwear,Formal Suit,2,9000,0.18,3684.88,450.36,14757.88,Net Banking,Gold,Delivered,2.0,3,1,2022
ORD812106,CUST4658,Customer_CUST4658,Male,43,Jaipur,Rajasthan,India,North,2022-11-14,2022-11-17,Sports & Outdoors,Fitness,Mountain Bike,4,800,0.18,441.9,1593.19,2630.18,Debit Card,Gold,Delivered,3.0,11,4,2022
ORD890605,CUST3971,Customer_CUST3971,Female,33,Delhi,Delhi,India,North,2024-05-13,2024-05-22,Home & Kitchen,Appliances,Wall Art,3,10000,0.24,2558.28,193.18,22834.85,Cash on Delivery,Regular,Cancelled,4.0,5,2,2024
ORD448588,CUST5932,Customer_CUST5932,Female,30,Jaipur,Rajasthan,India,North,2024-09-13,2024-09-22,Books,Comics,1984,3,500,0.15,317.12,623.87,1280.13,Net Banking,Silver,Pending,,9,3,2024
ORD286216,CUST4139,Customer_CUST4139,Female,18,Lucknow,Uttar Pradesh,India,North,2024-08-26,2024-08-30,Books,Academic,Atomic Habits,5,150,0.23,76.26,1567.96,577.33,Debit Card,Premium,Cancelled,1.0,8,3,2024
ORD604995,CUST2472,Customer_CUST2472,Female,43,Chennai,Tamil Nadu,India,South,2024-05-15,2024-05-16,Home & Kitchen,Cookware,Dining Table,2,10000,0.06,2652.69,905.12,18870.38,UPI,Silver,Pending,5.0,5,2,2024
ORD776265,CUST7285,Customer_CUST7285,Female,18,Pune,Maharashtra,India,West,2022-08-27,2022-08-30,Books,Academic,Deep Work,5,150,0.02,150.34,320.74,732.14,Net Banking,Premium,Cancelled,3.0,8,3,2022
ORD821040,CUST1368,Customer_CUST1368,Female,50,Delhi,Delhi,India,North,2023-09-02,2023-09-04,Electronics,Smartphones,Dell XPS,3,70000,0.06,40322.46,628.11,198049.15,Credit Card,Gold,Delivered,2.0,9,3,2023
ORD208629,CUST3804,Customer_CUST3804,Male,43,Bangalore,Karnataka,India,South,2024-06-20,2024-06-24,Electronics,Smartphones,MacBook Pro,2,50000,0.5,2751.45,300.03,50000.0,Net Banking,Silver,Pending,,6,2,2024
ORD959876,CUST8205,Customer_CUST8205,Male,50,Ahmedabad,Gujarat,India,West,2024-12-13,2024-12-22,Sports & Outdoors,Fitness,Yoga Mat,2,800,0.21,221.55,424.94,1263.34,UPI,Silver,Delivered,2.0,12,4,2024
ORD645502,CUST9204,Customer_CUST9204,Female,40,Ahmedabad,Gujarat,India,West,2022-08-25,2022-08-26,Home & Kitchen,Bedding,Bed Sheets,5,10000,0.05,4218.11,679.71,47653.13,UPI,Gold,Returned,1.0,8,3,2022
ORD415528,CUST1753,Customer_CUST1753,Male,22,Lucknow,Uttar Pradesh,India,North,2022-08-11,2022-08-12,Home & Kitchen,Furniture,Mixer Grinder,5,1500,0.25,981.47,1667.76,5600.12,Debit Card,Gold,Returned,2.0,8,3,2022
ORD211187,CUST7898,Customer_CUST7898,Female,18,Indore,Madhya Pradesh,India,Central,2024-01-26,2024-02-05,Electronics,Tablets,Sony Headphones,1,2000,0.12,431.1,218.05,1762.86,UPI,Gold,Cancelled,2.0,1,1,2024
ORD119476,CUST5053,Customer_CUST5053,Male,18,Lucknow,Uttar Pradesh,India,North,2023-11-28,2023-12-02,Home & Kitchen,Bedding,Sofa Set,5,5000,0.12,3827.66,1460.7,22075.38,Debit Card,Premium,Delivered,2.0,11,4,2023
ORD315025,CUST7433,Customer_CUST7433,Male,55,Pune,Maharashtra,India,West,2022-01-13,2022-01-21,Sports & Outdoors,Team Sports,Yoga Mat,1,500,0.3,75.48,317.45,352.07,UPI,Premium,Delivered,5.0,1,1,2022
ORD773720,CUST8884,Customer_CUST8884,Male,42,Kolkata,West Bengal,India,East,2023-04-22,2023-04-23,Electronics,Tablets,MacBook Pro,5,10000,0.16,4313.65,2243.9,42163.42,Cash on Delivery,Gold,Pending,4.0,4,2,2023
ORD951193DUP,CUST4507,Customer_CUST4507,Female,37,Mumbai,Maharashtra,India,West,2022-07-23,2022-07-24,Home & Kitchen,Decor,Bed Sheets,4,1500,0.05,824.3,1799.84,5703.74,UPI,Premium,Pending,3.0,7,3,2022
ORD749814,CUST9779,Customer_CUST9779,Female,43,Hyderabad,Telangana,India,South,2024-09-07,2024-09-16,Sports & Outdoors,Team Sports,Tent,2,3000,0.8,169.48,342.31,1200.0,Debit Card,Regular,Delivered,1.0,9,3,2024
ORD541010,CUST1000,Customer_CUST1000,Female,38,Lucknow,Uttar Pradesh,India,North,2024-07-10,2024-07-13,Books,Non-Fiction,Sapiens,1,500,0.14,93.07,396.12,432.42,Net Banking,Gold,Cancelled,1.0,7,3,2024
ORD142344,CUST2723,Customer_CUST2723,Female,25,Pune,Maharashtra,India,West,2024-05-27,2024-06-04,Clothing,Footwear,Adidas Shoes,2,300,0.23,23.78,845.59,459.81,UPI,Gold,Cancelled,3.0,5,2,2024
ORD238308,CUST2144,Customer_CUST2144,Male,33,Delhi,Delhi,India,North,2023-09-03,2023-09-10,Books,Non-Fiction,Sapiens,3,300,0.16,150.32,422.33,754.58,Cash on Delivery,Premium,Returned,5.0,9,3,2023
ORD927027,CUST3674,Customer_CUST3674,Female,50,Mumbai,Maharashtra,India,West,2022-11-09,2022-11-15,Home & Kitchen,Appliances,Bed Sheets,5,5000,0.24,3422.82,2461.89,19031.77,Credit Card,Regular,Returned,5.0,11,4,2022
ORD338321,CUST1847,Customer_CUST1847,Female,48,Hyderabad,Telangana,India,South,2023-10-05,2023-10-03,Books,Academic,Sapiens,1,300,0.05,27.13,422.95,285.93,UPI,Regular,Cancelled,4.0,10,4,2023
ORD579284,CUST4043,Customer_CUST4043,Male,18,Kolkata,West Bengal,India,East,2022-09-13,2022-09-22,Home & Kitchen,Bedding,Dining Table,4,5000,0.02,1528.63,1415.3,19506.92,Debit Card,Silver,Delivered,1.0,9,3,2022
ORD875354,CUST2959,Customer_CUST2959,Male,36,Kolkata,West Bengal,India,East,2024-10-18,2024-10-26,Electronics,Cameras,Samsung Galaxy,2,70000,0.12,7819.77,396.56,123263.37,Cash on Delivery,Premium,Delivered,5.0,10,4,2024
ORD493287,CUST9320,Customer_CUST9320,Female,33,Jaipur,Rajasthan,India,North,2022-01-25,2022-01-31,Electronics,Accessories,iPhone 14,1,10000,0.1,716.05,320.03,9010.18,Cash on Delivery,Gold,Pending,3.0,1,1,2022
ORD197208,CUST5551,Customer_CUST5551,Female,24,Pune,Maharashtra,India,West,2024-06-03,2024-06-13,Home & Kitchen,Decor,Dining Table,4,1500,0.22,976.07,1153.05,4702.37,Cash on Delivery,Gold,Pending,4.0,6,2,2024
ORD187203,CUST5540,Customer_CUST5540,Male,18,Delhi,Delhi,India,North,2024-12-02,2024-12-07,Books,Children,The Alchemist,2,1000,0.01,320.11,311.54,1982.55,Credit Card,Silver,Pending,3.0,12,4,2024
ORD237551,CUST7577,Customer_CUST7577,Female,27,Mumbai,Maharashtra,India,West,2022-01-06,2022-01-09,Electronics,Tablets,Sony Headphones,1,30000,0.02,5611.94,223.38,29258.13,UPI,Gold,Returned,1.0,1,1,2022
ORD584486,CUST8869,Customer_CUST8869,Male,39,Jaipur,Rajasthan,India,North,2024-03-30,2024-04-03,Books,Comics,1984,3,150,0.27,21.58,348.98,327.92,Debit Card,Premium,Delivered,3.0,3,1,2024
ORD472268,CUST5214,Customer_CUST5214,Female,58,Chennai,Tamil Nadu,India,South,2023-08-04,2023-08-06,Sports & Outdoors,Camping,Running Shoes,5,1000,0.5,324.21,1405.72,2500.0,Net Banking,Premium,Pending,2.0,8,3,2023
ORD202365,CUST4621,Customer_CUST4621,Female,33,Kolkata,West Bengal,India,East,2024-03-12,2024-03-20,Sports & Outdoors,Outdoor Gear,Tent,3,500,0.09,295.64,265.9,1367.06,UPI,Silver,Cancelled,2.0,3,1,2024
ORD403509DUP,CUST3509,Customer_CUST3509,Male,37,Ahmedabad,Gujarat,India,West,2024-09-09,2024-09-15,Sports & Outdoors,Outdoor Gear,Football,1,2500,0.12,225.6,310.82,2201.64,Credit Card,Gold,Pending,3.0,9,3,2024
ORD816577,CUST3283,Customer_CUST3283,Male,35,Lucknow,Uttar Pradesh,India,North,2022-09-07,2022-09-09,Books,Non-Fiction,Harry Potter,5,1000,0.08,1047.26,1051.68,4609.38,Net Banking,Gold,Cancelled,2.0,9,3,2022
ORD865643,CUST2358,Customer_CUST2358,Male,38,Ahmedabad,Gujarat,India,West,2023-01-23,2023-01-31,Clothing,Women's Wear,Winter Jacket,2,1500,0.15,526.78,345.38,2536.29,Cash on Delivery,Premium,Cancelled,1.0,1,1,2023
ORD595742,CUST2182,Customer_CUST2182,Male,35,Indore,Madhya Pradesh,India,Central,2022-02-25,2022-02-26,Clothing,Men's Wear,Winter Jacket,5,300,0.22,154.09,2382.2,1163.97,Debit Card,Premium,Cancelled,4.0,2,1,2022
ORD259564,CUST1128,Customer_CUST1128,Male,24,Indore,Madhya Pradesh,India,Central,2023-01-17,2023-01-24,Electronics,Tablets,Canon Camera,2,70000,0.12,7889.95,888.73,123605.42,Cash on Delivery,Regular,Returned,3.0,1,1,2023
ORD308534,CUST4850,Customer_CUST4850,Male,23,Chennai,Tamil Nadu,India,South,2024-03-22,2024-03-31,Home & Kitchen,Furniture,Microwave Oven,3,1500,0.0,963.52,986.35,4496.87,Debit Card,Premium,Delivered,3.0,3,1,2024
ORD459396,CUST8616,Customer_CUST8616,Male,43,Ahmedabad,Gujarat,India,West,2024-02-07,2024-02-17,Sports & Outdoors,Outdoor Gear,Tent,3,1000,0.5,81.06,1139.16,1500.0,Debit Card,Silver,Pending,2.0,2,1,2024
ORD492227,CUST2770,Customer_CUST2770,Female,18,Pune,Maharashtra,India,West,2024-04-19,2024-04-20,Electronics,Accessories,MacBook Pro,3,2000,0.12,1118.8,1494.26,5253.39,Debit Card,Gold,Returned,2.0,4,2,2024
ORD357390,CUST9737,Customer_CUST9737,Female,27,Mumbai,Maharashtra,India,West,2023-07-29,2023-08-08,Sports & Outdoors,Team Sports,Tent,3,500,0.27,82.99,815.61,1088.68,Net Banking,Premium,Returned,5.0,7,3,2023
ORD562113,CUST7116,Customer_CUST7116,Male,31,Ahmedabad,Gujarat,India,West,2024-04-27,2024-05-02,Sports & Outdoors,Team Sports,Yoga Mat,4,3000,0.08,1882.2,1615.99,11062.38,UPI,Premium,Returned,5.0,4,2,2024
ORD238497,CUST6389,Customer_CUST6389,Female,33,Mumbai,Maharashtra,India,West,2023-07-25,2023-07-29,Books,Children,Deep Work,2,1000,0.26,366.19,215.46,1475.27,UPI,Gold,Returned,4.0,7,3,2023
ORD534488,CUST9692,Customer_CUST9692,Female,31,Mumbai,Maharashtra,India,West,2024-01-31,2024-02-06,Clothing,Accessories,Adidas Shoes,4,16000,0.3,6958.4,1323.44,44834.36,Debit Card,Premium,Pending,5.0,1,1,2024
ORD626575,CUST4196,Customer_CUST4196,Male,20,Ahmedabad,Gujarat,India,West,2024-12-12,2024-12-13,Clothing,Footwear,Adidas Shoes,1,500,0.0,49.87,476.31,498.13,Debit Card,Premium,Returned,1.0,12,4,2024
ORD868432,CUST5386,Customer_CUST5386,Male,20,Jaipur,Rajasthan,India,North,2023-07-22,2023-07-25,Home & Kitchen,Decor,Wall Art,1,1500,0.03,299.75,244.8,1452.55,Debit Card,Regular,Delivered,2.0,7,3,2023
ORD772696,CUST7157,Customer_CUST7157,Female,21,Pune,Maharashtra,India,West,2022-12-15,2022-12-20,Sports & Outdoors,Outdoor Gear,Mountain Bike,1,3000,0.25,191.34,130.17,2241.62,Net Banking,Silver,Delivered,3.0,12,4,2022
ORD883606,CUST3707,Customer_CUST3707,Male,23,Chennai,Tamil Nadu,India,South,2022-04-11,2022-04-18,Clothing,Men's Wear,Summer Dress,1,300,0.23,25.49,385.14,230.4,UPI,Gold,Delivered,2.0,4,2,2022
ORD409114,CUST3654,Customer_CUST3654,Male,45,Kolkata,West Bengal,India,East,2022-04-30,2022-05-03,Home & Kitchen,Furniture,Dining Table,3,1500,0.18,356.51,687.2,3680.59,Net Banking,Silver,Cancelled,1.0,4,2,2022
ORD245007,CUST7046,Customer_CUST7046,Female,22,Chennai,Tamil Nadu,India,South,2024-08-05,2024-08-14,Electronics,Laptops,iPhone 14,1,70000,0.11,8030.48,223.32,62544.97,Debit Card,Silver,Pending,3.0,8,3,2024
ORD295834DUP,CUST8184,Customer_CUST8184,Female,70,Kolkata,West Bengal,India,East,2024-04-21,2024-04-29,Clothing,Kids' Wear,Nike T-Shirt,2,1500,0.1,591.59,323.54,2698.19,Credit Card,Premium,Cancelled,5.0,4,2,2024
ORD652750,CUST9260,Customer_CUST9260,Female,48,Indore,Madhya Pradesh,India,Central,2022-01-16,2022-01-23,Books,Children,Deep Work,3,150,0.13,58.05,165.31,389.95,UPI,Gold,Cancelled,1.0,1,1,2022
ORD237519,CUST5848,Customer_CUST5848,Female,40,Kolkata,West Bengal,India,East,2024-03-22,2024-03-23,Electronics,Laptops,Sony Headphones,2,50000,0.19,18057.58,897.29,81310.4,Net Banking,Gold,Pending,4.0,3,1,2024
ORD364776,CUST1910,Customer_CUST1910,Female,27,Lucknow,Uttar Pradesh,India,North,2023-09-07,2023-09-15,Sports & Outdoors,Camping,Yoga Mat,5,500,0.17,299.36,2044.74,2067.87,Cash on Delivery,Gold,Pending,2.0,9,3,2023
ORD787266,CUST1034,Customer_CUST1034,Female,37,Pune,Maharashtra,India,West,2022-01-23,2022-01-18,Electronics,Smartphones,Canon Camera,4,30000,0.03,22285.02,1882.31,116106.74,Credit Card,Gold,Delivered,4.0,1,1,2022
ORD745094,CUST4541,Customer_CUST4541,Male,37,Ahmedabad,Gujarat,India,West,2023-12-23,2024-01-01,Electronics,Laptops,Canon Camera,2,10000,0.26,2227.66,354.14,14840.15,Debit Card,Regular,Delivered,4.0,12,4,2023
ORD649685,CUST6179,Customer_CUST6179,Female,26,Bangalore,Karnataka,India,South,2023-02-24,2023-03-01,Books,Fiction,Harry Potter,3,300,0.22,50.08,508.94,705.27,Cash on Delivery,Silver,Cancelled,2.0,2,1,2023
